# event_ticker=KXATPMATCH-25OCT15DIADUC
# final_score=7-6(3) 6-7(3) 6-4
# score_resolution=6-7 7-6 4-6
# match_winner=James Duckworth
# fav_player=Gabriel Diallo
# dog_player=James Duckworth
# kalshi_date=2025-10-15
timestamp,Gabriel Diallo,James Duckworth
2025-10-14T22:00:00Z,,19.00
2025-10-14T22:01:00Z,,18.00
2025-10-14T22:05:00Z,,19.00
2025-10-14T22:09:00Z,,19.00
2025-10-14T22:15:00Z,,19.00
2025-10-14T22:36:00Z,,19.00
2025-10-14T22:37:00Z,,19.00
2025-10-14T22:54:00Z,,19.00
2025-10-14T23:10:00Z,,19.00
2025-10-14T23:12:00Z,,19.00
2025-10-14T23:40:00Z,,19.00
2025-10-15T00:12:00Z,,19.00
2025-10-15T00:33:00Z,81.00,19.00
2025-10-15T00:35:00Z,81.00,20.00
2025-10-15T00:52:00Z,81.00,20.00
2025-10-15T01:08:00Z,81.00,20.00
2025-10-15T01:18:00Z,81.00,20.00
2025-10-15T01:20:00Z,80.00,20.00
2025-10-15T01:29:00Z,80.00,21.00
2025-10-15T01:32:00Z,80.00,21.00
2025-10-15T01:35:00Z,80.00,21.00
2025-10-15T01:39:00Z,80.00,21.00
2025-10-15T01:55:00Z,80.00,21.00
2025-10-15T02:00:00Z,80.00,21.00
2025-10-15T02:07:00Z,80.00,21.00
2025-10-15T02:12:00Z,80.00,21.00
2025-10-15T02:18:00Z,81.00,21.00
2025-10-15T02:20:00Z,81.00,21.00
2025-10-15T02:35:00Z,81.00,21.00
2025-10-15T02:40:00Z,81.00,21.00
2025-10-15T02:43:00Z,81.00,21.00
2025-10-15T02:48:00Z,81.00,21.00
2025-10-15T03:09:00Z,81.00,21.00
2025-10-15T03:11:00Z,81.00,21.00
2025-10-15T03:12:00Z,81.00,20.00
2025-10-15T03:15:00Z,81.00,21.00
2025-10-15T03:20:00Z,81.00,21.00
2025-10-15T03:27:00Z,81.00,21.00
2025-10-15T03:30:00Z,81.00,21.00
2025-10-15T03:31:00Z,81.00,21.00
2025-10-15T03:34:00Z,81.00,21.00
2025-10-15T03:36:00Z,81.00,19.00
2025-10-15T03:39:00Z,81.00,21.00
2025-10-15T03:42:00Z,80.00,20.00
2025-10-15T03:44:00Z,80.00,20.00
2025-10-15T03:45:00Z,80.00,20.00
2025-10-15T03:48:00Z,80.00,20.00
2025-10-15T03:52:00Z,80.00,20.00
2025-10-15T03:53:00Z,80.00,20.00
2025-10-15T04:01:00Z,80.00,20.00
2025-10-15T04:13:00Z,81.00,20.00
2025-10-15T04:29:00Z,81.00,20.00
2025-10-15T04:41:00Z,81.00,20.00
2025-10-15T04:42:00Z,81.00,20.00
2025-10-15T04:46:00Z,81.00,20.00
2025-10-15T04:50:00Z,81.00,20.00
2025-10-15T04:51:00Z,81.00,20.00
2025-10-15T04:52:00Z,81.00,20.00
2025-10-15T04:54:00Z,81.00,20.00
2025-10-15T04:58:00Z,81.00,20.00
2025-10-15T05:01:00Z,81.00,20.19
2025-10-15T05:07:00Z,79.00,21.00
2025-10-15T05:08:00Z,79.00,21.00
2025-10-15T05:09:00Z,79.00,21.00
2025-10-15T05:12:00Z,79.00,21.00
2025-10-15T05:14:00Z,79.00,21.00
2025-10-15T05:19:00Z,79.00,22.00
2025-10-15T05:21:00Z,79.00,22.00
2025-10-15T05:23:00Z,79.00,22.00
2025-10-15T05:26:00Z,79.00,22.00
2025-10-15T05:33:00Z,79.32,20.00
2025-10-15T05:36:00Z,79.32,21.00
2025-10-15T05:46:00Z,79.32,21.00
2025-10-15T05:53:00Z,79.32,21.00
2025-10-15T05:55:00Z,79.32,21.00
2025-10-15T06:00:00Z,79.32,21.00
2025-10-15T06:01:00Z,79.32,21.00
2025-10-15T06:02:00Z,80.94,21.00
2025-10-15T06:05:00Z,80.94,21.00
2025-10-15T06:09:00Z,81.00,21.00
2025-10-15T06:12:00Z,81.00,19.00
2025-10-15T06:17:00Z,81.00,21.00
2025-10-15T06:22:00Z,81.00,21.00
2025-10-15T06:23:00Z,81.00,21.00
2025-10-15T06:25:00Z,81.00,21.00
2025-10-15T06:27:00Z,81.00,21.00
2025-10-15T06:28:00Z,81.00,21.00
2025-10-15T06:29:00Z,81.00,21.00
2025-10-15T06:31:00Z,81.00,21.00
2025-10-15T06:36:00Z,81.00,21.00
2025-10-15T06:37:00Z,79.00,21.00
2025-10-15T06:40:00Z,79.00,21.00
2025-10-15T06:41:00Z,79.00,21.00
2025-10-15T06:46:00Z,79.00,21.00
2025-10-15T06:50:00Z,79.00,21.00
2025-10-15T06:51:00Z,79.00,21.00
2025-10-15T06:53:00Z,79.00,21.00
2025-10-15T06:54:00Z,79.00,21.00
2025-10-15T06:56:00Z,79.00,21.00
2025-10-15T06:57:00Z,79.00,21.00
2025-10-15T06:58:00Z,79.00,21.00
2025-10-15T06:59:00Z,79.00,21.00
2025-10-15T07:08:00Z,79.00,21.00
2025-10-15T07:10:00Z,79.00,21.00
2025-10-15T07:11:00Z,79.00,21.00
2025-10-15T07:12:00Z,80.00,20.11
2025-10-15T07:14:00Z,80.00,21.00
2025-10-15T07:16:00Z,80.00,21.00
2025-10-15T07:17:00Z,80.00,21.00
2025-10-15T07:18:00Z,80.00,21.00
2025-10-15T07:20:00Z,79.00,21.00
2025-10-15T07:22:00Z,79.00,21.00
2025-10-15T07:24:00Z,79.00,21.00
2025-10-15T07:25:00Z,79.00,21.00
2025-10-15T07:29:00Z,79.00,21.00
2025-10-15T07:32:00Z,79.00,21.00
2025-10-15T07:35:00Z,80.00,22.00
2025-10-15T07:37:00Z,80.00,22.00
2025-10-15T07:38:00Z,80.00,22.00
2025-10-15T07:41:00Z,80.00,22.00
2025-10-15T07:42:00Z,80.00,22.00
2025-10-15T07:43:00Z,80.00,22.00
2025-10-15T07:44:00Z,80.00,22.00
2025-10-15T07:45:00Z,80.00,22.00
2025-10-15T07:46:00Z,80.00,20.13
2025-10-15T07:47:00Z,80.00,22.00
2025-10-15T07:48:00Z,81.00,22.00
2025-10-15T07:49:00Z,81.00,19.89
2025-10-15T07:50:00Z,81.00,21.00
2025-10-15T07:51:00Z,81.00,21.00
2025-10-15T07:52:00Z,81.00,21.00
2025-10-15T07:53:00Z,79.74,21.83
2025-10-15T07:54:00Z,80.02,19.74
2025-10-15T07:55:00Z,79.21,23.39
2025-10-15T07:56:00Z,81.00,20.15
2025-10-15T07:57:00Z,80.00,21.78
2025-10-15T07:58:00Z,78.00,23.19
2025-10-15T07:59:00Z,77.00,25.00
2025-10-15T08:00:00Z,78.00,24.00
2025-10-15T08:01:00Z,78.00,23.00
2025-10-15T08:02:00Z,78.00,23.00
2025-10-15T08:03:00Z,78.00,23.00
2025-10-15T08:04:00Z,78.00,22.89
2025-10-15T08:05:00Z,75.76,25.18
2025-10-15T08:06:00Z,74.63,25.00
2025-10-15T08:07:00Z,74.63,27.03
2025-10-15T08:08:00Z,74.97,27.44
2025-10-15T08:09:00Z,74.08,23.53
2025-10-15T08:10:00Z,77.00,24.04
2025-10-15T08:12:00Z,76.00,22.29
2025-10-15T08:13:00Z,75.00,27.31
2025-10-15T08:14:00Z,75.00,23.85
2025-10-15T08:15:00Z,76.00,23.00
2025-10-15T08:16:00Z,76.00,23.00
2025-10-15T08:17:00Z,75.83,27.00
2025-10-15T08:18:00Z,81.67,22.73
2025-10-15T08:19:00Z,81.67,21.00
2025-10-15T08:20:00Z,81.67,23.93
2025-10-15T08:21:00Z,77.00,21.64
2025-10-15T08:22:00Z,78.20,23.00
2025-10-15T08:23:00Z,78.00,21.89
2025-10-15T08:24:00Z,79.00,22.00
2025-10-15T08:25:00Z,79.00,23.00
2025-10-15T08:26:00Z,76.10,26.40
2025-10-15T08:27:00Z,76.10,26.00
2025-10-15T08:28:00Z,77.00,24.48
2025-10-15T08:29:00Z,78.00,23.11
2025-10-15T08:31:00Z,78.00,26.79
2025-10-15T08:32:00Z,74.63,26.00
2025-10-15T08:33:00Z,68.44,33.00
2025-10-15T08:34:00Z,61.33,38.94
2025-10-15T08:35:00Z,62.00,37.94
2025-10-15T08:36:00Z,57.80,42.00
2025-10-15T08:37:00Z,59.00,41.72
2025-10-15T08:38:00Z,55.79,50.12
2025-10-15T08:39:00Z,49.22,50.68
2025-10-15T08:40:00Z,48.00,52.81
2025-10-15T08:41:00Z,45.63,56.11
2025-10-15T08:42:00Z,46.00,57.00
2025-10-15T08:43:00Z,43.72,57.00
2025-10-15T08:44:00Z,45.61,57.52
2025-10-15T08:45:00Z,43.11,61.05
2025-10-15T08:46:00Z,35.25,67.67
2025-10-15T08:47:00Z,33.18,67.10
2025-10-15T08:48:00Z,44.09,59.17
2025-10-15T08:49:00Z,44.97,55.89
2025-10-15T08:50:00Z,44.97,55.71
2025-10-15T08:51:00Z,43.35,58.00
2025-10-15T08:52:00Z,43.15,57.22
2025-10-15T08:53:00Z,42.69,58.18
2025-10-15T08:54:00Z,40.90,58.00
2025-10-15T08:55:00Z,42.44,63.15
2025-10-15T08:56:00Z,41.40,54.87
2025-10-15T08:57:00Z,42.31,59.35
2025-10-15T08:58:00Z,45.55,56.00
2025-10-15T08:59:00Z,43.57,57.13
2025-10-15T09:00:00Z,42.00,59.72
2025-10-15T09:01:00Z,41.00,60.17
2025-10-15T09:02:00Z,38.46,61.68
2025-10-15T09:03:00Z,40.67,61.00
2025-10-15T09:04:00Z,43.00,60.00
2025-10-15T09:05:00Z,45.35,57.09
2025-10-15T09:06:00Z,43.26,56.95
2025-10-15T09:07:00Z,45.42,55.00
2025-10-15T09:08:00Z,42.57,59.35
2025-10-15T09:09:00Z,37.15,65.09
2025-10-15T09:10:00Z,39.73,69.36
2025-10-15T09:11:00Z,34.19,72.20
