# event_ticker=KXATPMATCH-25OCT16DZUAUG
# final_score=7-6(3) 4-6 7-6(5)
# score_resolution=7-6 4-6 7-6
# match_winner=Felix Auger-Aliassime
# fav_player=Felix Auger-Aliassime
# dog_player=Damir Dzumhur
# kalshi_date=2025-10-16
timestamp,Felix Auger-Aliassime,Damir Dzumhur
2025-10-16T03:39:00Z,84.00,22.50
2025-10-16T03:40:00Z,84.00,25.00
2025-10-16T03:41:00Z,84.00,18.00
2025-10-16T03:44:00Z,84.00,18.00
2025-10-16T03:53:00Z,84.00,14.00
2025-10-16T03:56:00Z,84.00,16.00
2025-10-16T03:57:00Z,84.00,16.00
2025-10-16T03:58:00Z,84.00,16.00
2025-10-16T04:02:00Z,84.00,16.00
2025-10-16T04:10:00Z,84.00,17.17
2025-10-16T04:11:00Z,84.00,17.00
2025-10-16T04:17:00Z,84.00,16.00
2025-10-16T04:18:00Z,84.00,16.00
2025-10-16T04:25:00Z,84.00,16.00
2025-10-16T04:27:00Z,84.00,16.00
2025-10-16T04:31:00Z,84.00,16.00
2025-10-16T04:34:00Z,84.00,16.00
2025-10-16T04:42:00Z,84.00,16.00
2025-10-16T04:49:00Z,84.00,16.00
2025-10-16T04:52:00Z,84.00,16.00
2025-10-16T04:55:00Z,84.00,16.00
2025-10-16T04:58:00Z,84.00,16.00
2025-10-16T04:59:00Z,84.00,16.00
2025-10-16T05:00:00Z,84.00,16.00
2025-10-16T05:07:00Z,85.00,16.00
2025-10-16T05:09:00Z,84.00,16.00
2025-10-16T05:14:00Z,84.00,16.00
2025-10-16T05:21:00Z,84.00,15.00
2025-10-16T05:26:00Z,84.00,16.00
2025-10-16T05:28:00Z,84.00,16.00
2025-10-16T05:31:00Z,84.00,16.00
2025-10-16T05:38:00Z,84.00,16.00
2025-10-16T05:42:00Z,85.00,16.00
2025-10-16T05:46:00Z,85.00,16.00
2025-10-16T05:49:00Z,85.00,16.00
2025-10-16T05:51:00Z,85.00,16.00
2025-10-16T06:07:00Z,85.00,16.00
2025-10-16T06:26:00Z,85.00,16.00
2025-10-16T06:33:00Z,85.00,16.00
2025-10-16T06:37:00Z,85.00,16.00
2025-10-16T06:49:00Z,85.00,16.00
2025-10-16T09:01:00Z,85.00,16.00
2025-10-16T09:06:00Z,85.00,15.00
2025-10-16T09:14:00Z,85.00,15.00
2025-10-16T09:19:00Z,85.00,15.00
2025-10-16T09:30:00Z,85.00,15.00
2025-10-16T09:36:00Z,85.00,15.00
2025-10-16T09:38:00Z,85.00,15.00
2025-10-16T09:46:00Z,85.00,15.00
2025-10-16T10:01:00Z,85.00,15.00
2025-10-16T10:16:00Z,85.00,15.00
2025-10-16T10:37:00Z,85.00,16.00
2025-10-16T10:38:00Z,85.00,16.00
2025-10-16T10:39:00Z,85.00,16.00
2025-10-16T10:42:00Z,85.00,16.00
2025-10-16T10:44:00Z,85.00,16.00
2025-10-16T10:48:00Z,85.00,16.00
2025-10-16T10:49:00Z,85.00,16.00
2025-10-16T10:54:00Z,85.00,16.00
2025-10-16T11:00:00Z,85.00,16.00
2025-10-16T11:02:00Z,85.00,16.00
2025-10-16T11:10:00Z,85.00,16.00
2025-10-16T11:12:00Z,85.00,15.64
2025-10-16T11:17:00Z,85.00,16.00
2025-10-16T11:26:00Z,86.00,16.00
2025-10-16T11:27:00Z,86.00,16.00
2025-10-16T11:28:00Z,86.00,16.00
2025-10-16T11:29:00Z,86.00,16.00
2025-10-16T11:33:00Z,86.00,16.00
2025-10-16T11:34:00Z,86.00,16.00
2025-10-16T11:37:00Z,86.00,16.00
2025-10-16T11:38:00Z,86.00,16.00
2025-10-16T11:46:00Z,86.00,16.36
2025-10-16T11:51:00Z,86.00,17.00
2025-10-16T11:52:00Z,86.00,17.00
2025-10-16T11:55:00Z,86.00,17.00
2025-10-16T12:02:00Z,86.00,17.00
2025-10-16T12:09:00Z,86.00,17.00
2025-10-16T12:10:00Z,86.00,17.00
2025-10-16T12:13:00Z,85.28,17.00
2025-10-16T12:15:00Z,85.28,16.00
2025-10-16T12:16:00Z,85.28,16.00
2025-10-16T12:18:00Z,85.00,16.00
2025-10-16T12:21:00Z,85.00,16.00
2025-10-16T12:23:00Z,85.00,16.00
2025-10-16T12:26:00Z,85.00,16.00
2025-10-16T12:29:00Z,85.00,16.00
2025-10-16T12:30:00Z,85.00,16.00
2025-10-16T12:31:00Z,85.00,16.00
2025-10-16T12:33:00Z,85.00,16.00
2025-10-16T12:34:00Z,85.00,16.00
2025-10-16T12:35:00Z,85.00,16.00
2025-10-16T12:36:00Z,85.00,16.00
2025-10-16T12:37:00Z,85.00,16.00
2025-10-16T12:42:00Z,85.00,16.00
2025-10-16T12:45:00Z,85.00,16.00
2025-10-16T12:48:00Z,85.00,15.61
2025-10-16T12:50:00Z,85.00,15.61
2025-10-16T12:51:00Z,85.00,16.00
2025-10-16T12:53:00Z,85.00,16.00
2025-10-16T12:55:00Z,85.00,16.00
2025-10-16T12:59:00Z,85.00,16.00
2025-10-16T13:01:00Z,84.00,15.00
2025-10-16T13:02:00Z,85.00,15.00
2025-10-16T13:05:00Z,85.00,16.00
2025-10-16T13:07:00Z,85.00,16.00
2025-10-16T13:08:00Z,85.00,16.75
2025-10-16T13:10:00Z,85.00,16.00
