# event_ticker=KXATPCHALLENGERMATCH-26JUN06WALDRA
# final_score=6-4 6-4
# match_winner=Adam Walton
# fav_player=Adam Walton
# dog_player=Liam Draxl
# kalshi_date=2026-06-06
timestamp,Adam Walton,Liam Draxl
2026-06-06T05:26:00Z,,36.00
2026-06-06T05:27:00Z,65.00,36.00
2026-06-06T05:33:00Z,66.00,36.00
2026-06-06T05:34:00Z,66.00,36.00
2026-06-06T05:36:00Z,66.00,36.00
2026-06-06T05:39:00Z,66.00,35.00
2026-06-06T05:43:00Z,66.00,35.00
2026-06-06T05:50:00Z,66.00,35.00
2026-06-06T06:00:00Z,66.00,35.00
2026-06-06T06:10:00Z,66.00,36.00
2026-06-06T06:24:00Z,66.00,36.00
2026-06-06T06:43:00Z,66.00,36.00
2026-06-06T06:45:00Z,66.00,36.00
2026-06-06T06:48:00Z,66.00,36.00
2026-06-06T06:51:00Z,66.00,36.00
2026-06-06T07:06:00Z,66.00,36.00
2026-06-06T07:07:00Z,66.00,36.00
2026-06-06T08:14:00Z,66.00,36.00
2026-06-06T08:21:00Z,66.00,36.00
2026-06-06T08:41:00Z,66.00,36.00
2026-06-06T09:09:00Z,66.00,36.00
2026-06-06T09:27:00Z,65.00,36.00
2026-06-06T09:53:00Z,66.00,36.00
2026-06-06T10:28:00Z,66.80,36.00
2026-06-06T10:37:00Z,67.00,36.00
2026-06-06T10:41:00Z,67.00,36.00
2026-06-06T10:58:00Z,67.00,36.00
2026-06-06T11:01:00Z,67.00,36.00
2026-06-06T11:07:00Z,67.00,36.00
2026-06-06T11:15:00Z,67.00,36.00
2026-06-06T11:18:00Z,67.00,36.00
2026-06-06T11:31:00Z,67.00,34.00
2026-06-06T11:52:00Z,67.00,34.00
2026-06-06T11:56:00Z,67.00,34.00
2026-06-06T12:29:00Z,67.00,34.00
2026-06-06T12:31:00Z,67.00,34.00
2026-06-06T12:45:00Z,67.00,34.00
2026-06-06T12:51:00Z,66.00,34.00
2026-06-06T12:52:00Z,66.00,34.00
2026-06-06T12:53:00Z,66.00,34.00
2026-06-06T13:04:00Z,67.00,34.00
2026-06-06T13:17:00Z,67.00,34.00
2026-06-06T13:34:00Z,67.00,34.00
2026-06-06T13:45:00Z,67.00,34.00
2026-06-06T13:47:00Z,67.00,34.00
2026-06-06T13:48:00Z,67.00,34.00
2026-06-06T13:54:00Z,67.00,34.00
2026-06-06T13:56:00Z,67.00,34.00
2026-06-06T13:58:00Z,67.00,34.00
2026-06-06T14:04:00Z,67.00,34.00
2026-06-06T14:10:00Z,67.00,34.00
2026-06-06T14:12:00Z,67.00,34.00
2026-06-06T14:14:00Z,67.00,34.00
2026-06-06T14:20:00Z,67.00,34.00
2026-06-06T14:23:00Z,67.00,34.00
2026-06-06T14:24:00Z,67.00,34.00
2026-06-06T14:29:00Z,67.00,34.00
2026-06-06T14:31:00Z,67.00,34.00
2026-06-06T14:32:00Z,67.00,33.00
2026-06-06T14:36:00Z,67.00,33.00
2026-06-06T14:38:00Z,67.00,33.00
2026-06-06T14:39:00Z,67.00,33.00
2026-06-06T14:40:00Z,67.00,34.00
2026-06-06T14:41:00Z,67.00,34.00
2026-06-06T14:42:00Z,67.00,34.00
2026-06-06T14:49:00Z,67.00,34.00
2026-06-06T14:50:00Z,67.00,34.00
2026-06-06T14:52:00Z,67.00,34.00
2026-06-06T14:55:00Z,67.00,34.00
2026-06-06T14:56:00Z,67.00,34.00
2026-06-06T14:57:00Z,67.00,34.00
2026-06-06T14:58:00Z,67.00,34.00
2026-06-06T14:59:00Z,67.00,35.00
2026-06-06T15:00:00Z,67.00,35.00
2026-06-06T15:01:00Z,66.00,35.44
2026-06-06T15:02:00Z,67.00,35.44
2026-06-06T15:04:00Z,67.00,35.44
2026-06-06T15:05:00Z,67.39,35.44
2026-06-06T15:07:00Z,67.39,34.00
2026-06-06T15:08:00Z,68.00,34.00
2026-06-06T15:10:00Z,68.00,34.00
2026-06-06T15:11:00Z,68.00,34.00
2026-06-06T15:12:00Z,68.00,34.00
2026-06-06T15:13:00Z,68.00,34.00
2026-06-06T15:14:00Z,68.00,34.00
2026-06-06T15:16:00Z,68.00,34.00
2026-06-06T15:17:00Z,68.00,32.02
2026-06-06T15:18:00Z,68.00,32.02
2026-06-06T15:19:00Z,68.00,32.02
2026-06-06T15:20:00Z,68.00,34.00
2026-06-06T15:21:00Z,68.00,34.00
2026-06-06T15:24:00Z,68.00,34.00
2026-06-06T15:25:00Z,66.76,34.00
2026-06-06T15:26:00Z,68.00,34.00
2026-06-06T15:29:00Z,68.00,34.00
2026-06-06T15:30:00Z,66.00,34.00
2026-06-06T15:32:00Z,66.00,34.00
