# event_ticker=KXATPMATCH-26FEB22TIABOR
# final_score=6-4 6-4
# match_winner=Frances Tiafoe
# fav_player=Frances Tiafoe
# dog_player=Nuno Borges
# kalshi_date=2026-02-22
timestamp,Frances Tiafoe,Nuno Borges
2026-02-24T14:34:00Z,63.00,
2026-02-24T14:35:00Z,63.00,
2026-02-24T14:42:00Z,63.00,38.00
2026-02-24T14:47:00Z,63.00,38.00
2026-02-24T14:48:00Z,63.00,38.00
2026-02-24T14:49:00Z,63.00,38.00
2026-02-24T14:53:00Z,63.00,38.00
2026-02-24T14:57:00Z,63.00,38.00
2026-02-24T15:04:00Z,63.00,38.00
2026-02-24T15:07:00Z,63.00,38.00
2026-02-24T15:11:00Z,63.00,38.00
2026-02-24T15:12:00Z,63.00,38.00
2026-02-24T15:14:00Z,63.00,38.00
2026-02-24T15:16:00Z,63.00,38.00
2026-02-24T15:17:00Z,63.00,38.00
2026-02-24T15:25:00Z,63.00,38.00
2026-02-24T15:30:00Z,63.00,38.00
2026-02-24T15:33:00Z,62.07,38.00
2026-02-24T15:35:00Z,63.00,38.00
2026-02-24T15:36:00Z,62.72,38.00
2026-02-24T15:39:00Z,64.00,38.00
2026-02-24T15:40:00Z,63.00,38.00
2026-02-24T15:42:00Z,64.00,38.00
2026-02-24T15:51:00Z,64.00,38.00
2026-02-24T15:56:00Z,64.00,38.00
2026-02-24T16:10:00Z,64.00,38.00
2026-02-24T16:14:00Z,64.00,38.00
2026-02-24T16:17:00Z,64.00,37.00
2026-02-24T16:24:00Z,64.00,37.00
2026-02-24T16:29:00Z,64.00,36.00
2026-02-24T16:30:00Z,64.00,36.00
2026-02-24T16:50:00Z,64.00,36.00
2026-02-24T16:51:00Z,64.00,36.00
2026-02-24T16:52:00Z,64.00,36.00
2026-02-24T16:55:00Z,64.00,35.00
2026-02-24T17:07:00Z,64.00,36.00
2026-02-24T17:15:00Z,64.00,36.00
2026-02-24T17:16:00Z,64.00,36.00
2026-02-24T17:18:00Z,64.00,36.00
2026-02-24T17:35:00Z,64.00,36.00
2026-02-24T17:36:00Z,64.00,36.00
2026-02-24T17:46:00Z,64.00,36.00
2026-02-24T17:47:00Z,64.00,36.00
