# event_ticker=KXATPCHALLENGERMATCH-26FEB17GALHAR
# final_score=6-3 6-0
# match_winner=Alexis Galarneau
# fav_player=Alexis Galarneau
# dog_player=Nick Hardt
# kalshi_date=2026-02-17
timestamp,Alexis Galarneau,Nick Hardt
2026-02-17T08:48:00Z,80.00,
2026-02-17T08:50:00Z,88.00,
2026-02-17T08:51:00Z,91.00,
2026-02-17T12:10:00Z,81.00,23.00
2026-02-17T12:13:00Z,81.00,23.00
2026-02-17T12:43:00Z,79.00,23.00
2026-02-17T12:58:00Z,79.00,28.00
2026-02-17T13:17:00Z,79.00,28.00
2026-02-17T13:57:00Z,79.00,23.00
2026-02-17T15:02:00Z,76.00,23.00
2026-02-17T15:43:00Z,76.00,23.00
2026-02-17T15:54:00Z,76.00,23.00
2026-02-17T15:55:00Z,76.00,23.00
2026-02-17T16:17:00Z,76.00,27.00
2026-02-17T16:45:00Z,73.00,27.00
2026-02-17T16:46:00Z,74.00,27.00
2026-02-17T17:39:00Z,75.00,27.00
2026-02-17T18:03:00Z,75.00,27.00
2026-02-17T18:04:00Z,75.00,27.00
2026-02-17T18:15:00Z,75.00,27.00
2026-02-17T18:18:00Z,75.00,27.00
2026-02-17T18:27:00Z,75.00,27.00
2026-02-17T18:30:00Z,75.00,27.00
2026-02-17T18:39:00Z,75.00,27.00
2026-02-17T18:41:00Z,75.00,28.00
2026-02-17T18:45:00Z,75.00,28.00
2026-02-17T18:51:00Z,75.00,28.00
2026-02-17T18:52:00Z,75.00,28.00
2026-02-17T19:00:00Z,75.00,28.00
2026-02-17T19:17:00Z,75.00,28.00
2026-02-17T19:27:00Z,75.00,28.00
2026-02-17T19:28:00Z,75.00,28.00
2026-02-17T19:29:00Z,75.00,28.00
2026-02-17T19:31:00Z,75.00,27.00
2026-02-17T19:34:00Z,75.00,27.00
2026-02-17T19:35:00Z,75.00,27.00
2026-02-17T19:36:00Z,75.00,27.00
2026-02-17T19:37:00Z,75.00,27.00
2026-02-17T19:38:00Z,75.00,27.00
2026-02-17T19:41:00Z,75.00,27.00
2026-02-17T19:43:00Z,76.00,27.00
2026-02-17T19:45:00Z,76.00,27.00
2026-02-17T19:46:00Z,76.00,27.00
2026-02-17T19:47:00Z,78.00,27.99
2026-02-17T19:48:00Z,78.00,24.00
2026-02-17T19:49:00Z,79.00,21.00
2026-02-17T19:50:00Z,79.00,22.09
2026-02-17T19:51:00Z,84.63,21.23
2026-02-17T19:53:00Z,76.62,24.00
2026-02-17T19:54:00Z,76.58,26.00
2026-02-17T19:55:00Z,75.05,28.00
2026-02-17T19:56:00Z,75.80,25.27
2026-02-17T19:57:00Z,78.00,24.00
2026-02-17T19:58:00Z,78.00,23.00
2026-02-17T19:59:00Z,78.00,23.37
2026-02-17T20:00:00Z,78.00,23.37
2026-02-17T20:01:00Z,82.66,17.05
2026-02-17T20:02:00Z,87.70,24.00
2026-02-17T20:03:00Z,79.52,19.04
2026-02-17T20:04:00Z,76.97,24.05
2026-02-17T20:05:00Z,72.00,28.16
2026-02-17T20:06:00Z,76.00,28.00
2026-02-17T20:07:00Z,78.00,23.00
2026-02-17T20:08:00Z,78.00,20.68
2026-02-17T20:09:00Z,79.01,20.99
2026-02-17T20:10:00Z,79.96,19.00
2026-02-17T20:11:00Z,83.02,18.00
2026-02-17T20:12:00Z,83.02,13.00
2026-02-17T20:14:00Z,88.14,13.00
2026-02-17T20:15:00Z,88.00,10.86
2026-02-17T20:16:00Z,89.90,10.00
2026-02-17T20:17:00Z,88.00,10.00
2026-02-17T20:18:00Z,88.00,13.00
2026-02-17T20:19:00Z,83.00,16.00
2026-02-17T20:20:00Z,84.00,17.50
2026-02-17T20:21:00Z,89.00,13.00
2026-02-17T20:22:00Z,90.00,11.00
2026-02-17T20:23:00Z,90.00,11.00
2026-02-17T20:24:00Z,91.61,9.00
2026-02-17T20:25:00Z,96.00,4.00
2026-02-17T20:26:00Z,96.00,6.00
2026-02-17T20:27:00Z,96.34,4.00
2026-02-17T20:28:00Z,98.00,2.99
2026-02-17T20:29:00Z,96.75,2.99
2026-02-17T20:30:00Z,98.00,2.97
2026-02-17T20:31:00Z,97.07,2.20
2026-02-17T20:32:00Z,96.06,4.92
2026-02-17T20:33:00Z,96.41,3.45
2026-02-17T20:34:00Z,98.82,3.22
2026-02-17T20:35:00Z,98.97,2.00
2026-02-17T20:36:00Z,99.00,1.47
2026-02-17T20:37:00Z,99.00,1.00
2026-02-17T20:38:00Z,99.00,1.00
2026-02-17T20:39:00Z,99.00,1.00
2026-02-17T20:40:00Z,99.00,1.00
2026-02-17T20:44:00Z,99.00,1.00
2026-02-17T20:46:00Z,99.00,1.00
