# event_ticker=KXATPCHALLENGERMATCH-26FEB20GALWIN
# final_score=5-7 7-5 7-5
# match_winner=Alexis Galarneau
# fav_player=Alexis Galarneau
# dog_player=Edward Winter
# kalshi_date=2026-02-20
timestamp,Alexis Galarneau,Edward Winter
2026-02-20T07:28:00Z,70.00,
2026-02-20T08:57:00Z,70.00,
2026-02-20T09:08:00Z,70.00,
2026-02-20T09:56:00Z,73.00,
2026-02-20T10:35:00Z,73.00,30.36
2026-02-20T10:52:00Z,73.00,30.36
2026-02-20T11:29:00Z,72.00,30.36
2026-02-20T12:12:00Z,72.00,30.36
2026-02-20T12:42:00Z,73.00,30.36
2026-02-20T12:44:00Z,73.00,30.36
2026-02-20T13:26:00Z,73.00,30.36
2026-02-20T13:30:00Z,73.00,27.00
2026-02-20T14:02:00Z,72.00,27.00
2026-02-20T14:22:00Z,72.00,28.00
2026-02-20T14:45:00Z,73.00,28.00
2026-02-20T14:56:00Z,73.00,28.00
2026-02-20T14:59:00Z,73.00,28.00
2026-02-20T15:05:00Z,73.00,28.00
2026-02-20T15:14:00Z,73.00,28.00
2026-02-20T15:26:00Z,73.00,28.00
2026-02-20T15:32:00Z,73.00,28.00
2026-02-20T15:34:00Z,73.00,28.00
2026-02-20T15:48:00Z,73.00,28.00
2026-02-20T15:59:00Z,73.00,28.00
2026-02-20T16:08:00Z,73.00,27.00
2026-02-20T16:25:00Z,73.00,27.00
2026-02-20T16:30:00Z,73.00,27.00
2026-02-20T17:11:00Z,73.00,27.00
2026-02-20T17:12:00Z,73.00,30.00
2026-02-20T17:13:00Z,73.00,30.00
2026-02-20T17:17:00Z,73.00,30.00
2026-02-20T17:22:00Z,73.00,30.00
2026-02-20T17:25:00Z,73.00,30.00
2026-02-20T17:28:00Z,73.00,30.00
2026-02-20T17:36:00Z,73.00,30.00
2026-02-20T17:43:00Z,73.00,30.00
2026-02-20T18:07:00Z,71.50,30.00
2026-02-20T18:11:00Z,73.00,30.00
2026-02-20T18:14:00Z,73.00,30.00
2026-02-20T18:36:00Z,73.00,30.00
2026-02-20T18:37:00Z,73.00,30.00
2026-02-20T18:39:00Z,72.96,30.00
2026-02-20T18:40:00Z,72.96,30.00
2026-02-20T18:46:00Z,73.00,30.00
2026-02-20T18:47:00Z,72.00,30.00
2026-02-20T18:50:00Z,72.00,30.00
2026-02-20T18:52:00Z,72.00,30.00
2026-02-20T18:53:00Z,72.00,30.00
2026-02-20T18:56:00Z,72.00,30.00
2026-02-20T19:01:00Z,72.00,30.00
2026-02-20T19:04:00Z,72.00,31.00
2026-02-20T19:06:00Z,72.00,31.00
2026-02-20T19:07:00Z,72.00,31.89
2026-02-20T19:08:00Z,72.00,30.82
2026-02-20T19:09:00Z,72.00,31.00
2026-02-20T19:10:00Z,71.00,32.00
2026-02-20T19:11:00Z,70.32,32.00
2026-02-20T19:12:00Z,75.70,32.00
2026-02-20T19:13:00Z,75.64,24.60
2026-02-20T19:15:00Z,82.00,19.00
2026-02-20T19:16:00Z,83.50,18.07
2026-02-20T19:17:00Z,84.00,16.20
2026-02-20T19:18:00Z,85.35,14.75
2026-02-20T19:19:00Z,87.29,13.15
2026-02-20T19:20:00Z,87.00,15.12
2026-02-20T19:21:00Z,89.59,12.00
2026-02-20T19:22:00Z,89.99,11.72
2026-02-20T19:23:00Z,87.65,11.96
