# event_ticker=KXATPMATCH-26FEB28BAEDAR
# final_score=6-4 6-3
# match_winner=Luciano Darderi
# fav_player=Luciano Darderi
# dog_player=Sebastian Baez
# kalshi_date=2026-02-28
timestamp,Luciano Darderi,Sebastian Baez
2026-02-28T11:27:00Z,61.00,
2026-02-28T11:34:00Z,61.00,
2026-02-28T11:35:00Z,61.00,40.00
2026-02-28T11:36:00Z,61.00,40.00
2026-02-28T11:47:00Z,61.00,40.00
2026-02-28T11:49:00Z,61.00,40.00
2026-02-28T11:52:00Z,61.00,40.00
2026-02-28T11:54:00Z,61.00,40.00
2026-02-28T11:59:00Z,61.00,40.00
2026-02-28T12:01:00Z,61.00,40.00
2026-02-28T12:05:00Z,61.00,40.00
2026-02-28T12:07:00Z,61.00,40.00
2026-02-28T12:14:00Z,61.00,40.00
2026-02-28T12:30:00Z,61.00,40.00
2026-02-28T12:32:00Z,61.00,40.00
2026-02-28T12:35:00Z,61.00,40.00
2026-02-28T12:41:00Z,61.00,40.00
2026-02-28T12:47:00Z,61.00,40.00
2026-02-28T12:48:00Z,61.00,40.00
2026-02-28T12:56:00Z,61.00,40.00
2026-02-28T13:06:00Z,61.00,40.00
2026-02-28T13:11:00Z,61.00,40.00
2026-02-28T13:12:00Z,61.00,40.00
2026-02-28T13:13:00Z,61.00,40.26
2026-02-28T13:14:00Z,61.00,41.00
2026-02-28T13:15:00Z,61.00,41.00
2026-02-28T13:20:00Z,61.00,41.00
2026-02-28T13:21:00Z,61.00,41.00
2026-02-28T13:27:00Z,61.00,41.00
2026-02-28T13:36:00Z,61.00,41.00
2026-02-28T13:42:00Z,61.00,41.00
2026-02-28T13:43:00Z,61.00,41.00
2026-02-28T13:47:00Z,61.00,41.00
2026-02-28T13:55:00Z,60.00,41.00
2026-02-28T13:58:00Z,60.15,41.00
2026-02-28T14:02:00Z,61.00,41.00
2026-02-28T14:03:00Z,61.00,41.00
2026-02-28T14:08:00Z,61.00,41.00
2026-02-28T14:15:00Z,61.00,41.00
2026-02-28T14:34:00Z,60.00,41.00
2026-02-28T14:36:00Z,61.00,41.00
2026-02-28T14:47:00Z,61.00,41.00
2026-02-28T14:49:00Z,61.00,41.00
2026-02-28T14:50:00Z,61.00,41.00
2026-02-28T14:56:00Z,61.00,41.00
2026-02-28T15:04:00Z,61.00,40.00
2026-02-28T15:05:00Z,61.00,40.00
2026-02-28T15:08:00Z,61.00,40.00
2026-02-28T15:09:00Z,61.00,41.00
2026-02-28T15:15:00Z,61.00,41.00
2026-02-28T15:20:00Z,61.00,40.00
2026-02-28T15:21:00Z,61.00,41.00
2026-02-28T15:23:00Z,61.00,41.00
2026-02-28T15:28:00Z,61.00,41.00
2026-02-28T15:33:00Z,61.00,41.00
2026-02-28T15:35:00Z,61.00,41.00
2026-02-28T15:41:00Z,61.00,41.00
2026-02-28T15:42:00Z,61.00,41.00
2026-02-28T15:44:00Z,61.00,41.00
2026-02-28T15:46:00Z,61.00,41.00
2026-02-28T15:47:00Z,61.00,41.00
2026-02-28T15:50:00Z,61.00,41.00
2026-02-28T15:51:00Z,61.00,41.00
2026-02-28T15:53:00Z,61.00,41.00
2026-02-28T15:55:00Z,61.00,41.00
2026-02-28T15:57:00Z,61.00,41.00
2026-02-28T15:58:00Z,61.00,40.00
2026-02-28T16:05:00Z,61.00,40.00
2026-02-28T16:08:00Z,59.00,40.00
2026-02-28T16:09:00Z,62.00,40.00
2026-02-28T16:10:00Z,62.00,40.00
2026-02-28T16:16:00Z,62.00,40.00
2026-02-28T16:17:00Z,62.00,40.00
2026-02-28T16:19:00Z,62.00,40.00
2026-02-28T16:26:00Z,61.00,40.00
2026-02-28T16:31:00Z,61.00,40.00
