# event_ticker=KXATPCHALLENGERMATCH-26MAY04CUIGAL
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Jie Cui
# fav_player=Alexis Galarneau
# dog_player=Jie Cui
# kalshi_date=2026-05-04
timestamp,Jie Cui,Alexis Galarneau
2026-05-03T21:33:00Z,,69.00
2026-05-03T21:58:00Z,,69.00
2026-05-03T22:03:00Z,34.00,69.00
2026-05-03T22:10:00Z,34.00,69.00
2026-05-03T22:46:00Z,34.00,69.00
2026-05-03T22:53:00Z,34.00,69.00
2026-05-03T22:57:00Z,34.00,69.00
2026-05-03T23:03:00Z,33.00,69.00
2026-05-03T23:45:00Z,33.00,69.00
2026-05-04T00:04:00Z,33.00,69.00
2026-05-04T00:15:00Z,33.00,69.00
2026-05-04T00:27:00Z,33.00,69.00
2026-05-04T01:19:00Z,32.00,69.00
2026-05-04T01:29:00Z,32.00,69.00
2026-05-04T01:50:00Z,32.00,69.00
2026-05-04T01:51:00Z,32.00,69.00
2026-05-04T02:01:00Z,32.00,69.00
2026-05-04T02:12:00Z,32.00,69.00
2026-05-04T02:13:00Z,32.00,68.56
2026-05-04T02:14:00Z,32.00,69.00
2026-05-04T02:16:00Z,32.00,67.56
2026-05-04T02:18:00Z,32.00,69.00
2026-05-04T02:29:00Z,32.00,69.00
2026-05-04T02:36:00Z,32.00,69.00
2026-05-04T02:41:00Z,32.00,69.00
2026-05-04T02:44:00Z,32.00,69.00
2026-05-04T02:49:00Z,32.00,69.00
2026-05-04T02:52:00Z,32.00,69.00
2026-05-04T03:07:00Z,32.00,69.00
2026-05-04T03:09:00Z,32.00,69.00
2026-05-04T03:28:00Z,33.00,69.00
2026-05-04T03:30:00Z,33.00,69.00
2026-05-04T03:32:00Z,33.00,69.00
2026-05-04T03:36:00Z,33.00,69.00
2026-05-04T03:55:00Z,33.00,69.00
2026-05-04T03:57:00Z,33.00,69.00
2026-05-04T04:10:00Z,33.00,69.00
2026-05-04T04:12:00Z,33.00,69.00
2026-05-04T04:19:00Z,33.00,69.00
2026-05-04T04:25:00Z,33.00,69.00
2026-05-04T04:34:00Z,31.00,69.00
2026-05-04T04:39:00Z,31.00,69.00
2026-05-04T04:47:00Z,31.00,69.00
2026-05-04T04:51:00Z,31.00,69.00
2026-05-04T05:01:00Z,31.00,69.00
2026-05-04T05:05:00Z,31.00,69.00
2026-05-04T05:06:00Z,31.00,69.00
2026-05-04T05:07:00Z,31.00,69.00
2026-05-04T05:08:00Z,31.00,69.00
2026-05-04T05:16:00Z,31.00,69.00
2026-05-04T05:17:00Z,31.00,69.00
2026-05-04T05:49:00Z,31.00,69.00
2026-05-04T06:12:00Z,31.00,69.00
2026-05-04T06:14:00Z,31.00,69.00
2026-05-04T06:19:00Z,31.00,69.00
2026-05-04T06:20:00Z,31.00,69.00
2026-05-04T06:37:00Z,31.00,69.00
2026-05-04T06:38:00Z,31.00,69.00
2026-05-04T06:49:00Z,31.00,71.00
2026-05-04T06:54:00Z,31.00,71.51
2026-05-04T06:56:00Z,31.00,69.00
2026-05-04T06:57:00Z,31.00,71.00
2026-05-04T07:00:00Z,31.00,71.00
2026-05-04T07:11:00Z,31.00,71.00
2026-05-04T07:12:00Z,31.00,72.00
2026-05-04T07:14:00Z,31.00,72.00
2026-05-04T07:18:00Z,31.00,72.00
2026-05-04T07:21:00Z,31.00,72.00
2026-05-04T07:30:00Z,31.00,72.00
2026-05-04T07:35:00Z,31.00,72.00
2026-05-04T07:36:00Z,31.00,72.00
2026-05-04T07:38:00Z,30.89,72.00
2026-05-04T07:40:00Z,30.89,72.00
2026-05-04T07:44:00Z,30.89,72.00
2026-05-04T07:46:00Z,30.00,72.00
2026-05-04T07:52:00Z,30.00,72.00
2026-05-04T08:00:00Z,30.00,72.00
2026-05-04T08:05:00Z,30.00,71.50
2026-05-04T08:07:00Z,30.00,72.00
2026-05-04T08:12:00Z,30.00,73.00
2026-05-04T08:13:00Z,30.00,72.00
2026-05-04T08:16:00Z,30.00,73.00
2026-05-04T08:18:00Z,29.38,73.00
2026-05-04T08:25:00Z,29.38,73.00
2026-05-04T08:34:00Z,29.38,73.00
2026-05-04T08:36:00Z,29.38,73.00
2026-05-04T08:37:00Z,29.38,73.34
2026-05-04T08:39:00Z,29.38,74.00
2026-05-04T08:40:00Z,29.38,74.00
2026-05-04T08:43:00Z,28.00,74.00
2026-05-04T08:45:00Z,28.00,74.00
2026-05-04T08:49:00Z,28.00,74.00
2026-05-04T08:50:00Z,28.00,73.00
