# event_ticker=KXATPCHALLENGERMATCH-26FEB20CRACLA
# final_score=3-6 7-5 6-3
# score_resolution=6-3 5-7 3-6
# match_winner=Oliver Crawford
# fav_player=Jay Clarke
# dog_player=Oliver Crawford
# kalshi_date=2026-02-20
timestamp,Jay Clarke,Oliver Crawford
2026-02-19T19:22:00Z,,44.00
2026-02-19T19:23:00Z,60.00,44.00
2026-02-19T19:36:00Z,59.00,44.00
2026-02-19T19:37:00Z,59.00,44.00
2026-02-19T20:07:00Z,59.00,44.00
2026-02-19T20:39:00Z,59.00,44.00
2026-02-19T20:52:00Z,59.00,44.00
2026-02-19T21:46:00Z,59.00,41.00
2026-02-19T22:00:00Z,59.00,44.00
2026-02-19T22:15:00Z,59.00,44.00
2026-02-19T22:19:00Z,59.00,44.00
2026-02-19T22:36:00Z,58.00,44.00
2026-02-19T23:03:00Z,58.00,43.00
2026-02-19T23:06:00Z,58.00,43.00
2026-02-19T23:12:00Z,58.00,44.00
2026-02-19T23:26:00Z,58.00,44.00
2026-02-19T23:29:00Z,59.00,44.00
2026-02-19T23:50:00Z,57.00,44.00
2026-02-19T23:53:00Z,57.00,42.00
2026-02-19T23:54:00Z,57.00,42.00
2026-02-19T23:57:00Z,57.78,42.00
2026-02-20T00:09:00Z,58.00,42.00
2026-02-20T00:12:00Z,58.00,42.00
2026-02-20T00:15:00Z,58.00,42.00
2026-02-20T00:32:00Z,58.00,45.00
2026-02-20T00:36:00Z,58.00,45.00
2026-02-20T00:43:00Z,58.00,45.00
2026-02-20T00:50:00Z,58.00,44.00
2026-02-20T00:53:00Z,58.00,44.00
2026-02-20T00:57:00Z,58.00,44.00
2026-02-20T01:10:00Z,58.00,44.00
2026-02-20T01:21:00Z,58.00,44.00
2026-02-20T01:26:00Z,58.00,44.00
2026-02-20T02:05:00Z,58.00,44.00
2026-02-20T02:09:00Z,58.00,44.00
2026-02-20T02:10:00Z,58.00,44.00
2026-02-20T02:11:00Z,58.00,44.00
2026-02-20T02:22:00Z,58.00,44.00
2026-02-20T02:32:00Z,58.00,44.00
2026-02-20T02:52:00Z,58.00,44.00
2026-02-20T02:55:00Z,58.00,44.00
2026-02-20T03:08:00Z,58.00,44.00
2026-02-20T03:14:00Z,58.00,44.00
2026-02-20T03:17:00Z,58.00,44.00
2026-02-20T03:21:00Z,58.00,44.00
2026-02-20T03:28:00Z,58.00,44.00
2026-02-20T03:29:00Z,58.00,44.00
2026-02-20T03:30:00Z,58.00,44.00
2026-02-20T03:31:00Z,58.00,44.00
2026-02-20T03:33:00Z,58.00,44.00
2026-02-20T03:35:00Z,58.00,44.00
2026-02-20T03:38:00Z,58.00,44.00
2026-02-20T03:39:00Z,58.87,44.00
2026-02-20T03:40:00Z,58.87,44.00
2026-02-20T03:44:00Z,59.00,44.00
2026-02-20T03:46:00Z,59.00,44.00
2026-02-20T03:50:00Z,59.00,44.00
2026-02-20T03:53:00Z,59.00,44.00
2026-02-20T03:55:00Z,59.00,41.00
2026-02-20T03:56:00Z,59.00,44.00
2026-02-20T04:01:00Z,59.00,44.00
2026-02-20T04:03:00Z,59.00,44.00
2026-02-20T04:04:00Z,59.00,44.00
2026-02-20T04:05:00Z,59.00,44.00
2026-02-20T04:09:00Z,59.00,44.00
2026-02-20T04:11:00Z,59.00,44.00
2026-02-20T04:13:00Z,59.41,44.00
2026-02-20T04:14:00Z,59.00,44.00
2026-02-20T04:15:00Z,59.00,44.00
2026-02-20T04:17:00Z,59.00,42.00
2026-02-20T04:18:00Z,59.00,42.00
2026-02-20T04:21:00Z,60.00,42.00
2026-02-20T04:22:00Z,60.00,42.00
2026-02-20T04:24:00Z,60.00,42.00
2026-02-20T04:26:00Z,60.00,42.00
2026-02-20T04:27:00Z,60.00,42.00
2026-02-20T04:29:00Z,60.00,42.00
2026-02-20T04:30:00Z,60.00,42.00
2026-02-20T04:31:00Z,60.00,42.00
2026-02-20T04:32:00Z,60.00,42.00
2026-02-20T04:33:00Z,60.00,42.00
2026-02-20T04:34:00Z,60.00,42.00
2026-02-20T04:35:00Z,60.00,42.00
2026-02-20T04:38:00Z,60.00,42.00
2026-02-20T04:39:00Z,60.00,42.00
2026-02-20T04:40:00Z,59.00,42.00
2026-02-20T04:43:00Z,59.00,42.00
2026-02-20T04:44:00Z,60.00,41.68
2026-02-20T04:47:00Z,58.00,41.68
2026-02-20T04:49:00Z,60.00,42.00
2026-02-20T04:50:00Z,60.00,42.00
2026-02-20T04:51:00Z,60.00,42.00
2026-02-20T04:52:00Z,60.00,42.00
2026-02-20T04:53:00Z,60.00,42.00
2026-02-20T04:56:00Z,60.00,42.00
2026-02-20T04:57:00Z,60.00,42.00
2026-02-20T04:58:00Z,60.00,42.00
2026-02-20T04:59:00Z,60.00,42.00
2026-02-20T05:00:00Z,60.00,42.00
2026-02-20T05:03:00Z,60.00,42.00
2026-02-20T05:04:00Z,60.00,42.00
2026-02-20T05:05:00Z,60.00,40.94
2026-02-20T05:06:00Z,60.00,40.94
2026-02-20T05:07:00Z,60.00,40.94
2026-02-20T05:08:00Z,60.00,40.94
2026-02-20T05:09:00Z,60.00,41.00
2026-02-20T05:13:00Z,60.00,41.00
2026-02-20T05:17:00Z,60.00,41.00
2026-02-20T05:18:00Z,60.00,41.00
2026-02-20T05:19:00Z,60.00,41.00
2026-02-20T05:20:00Z,60.00,41.00
2026-02-20T05:21:00Z,60.00,41.00
2026-02-20T05:25:00Z,60.00,41.00
2026-02-20T05:26:00Z,60.00,41.00
2026-02-20T05:29:00Z,60.00,41.00
2026-02-20T05:30:00Z,60.00,41.00
2026-02-20T05:32:00Z,60.00,41.00
2026-02-20T05:34:00Z,60.00,41.00
2026-02-20T05:37:00Z,60.00,41.00
2026-02-20T05:38:00Z,60.00,41.00
2026-02-20T05:39:00Z,60.00,41.00
2026-02-20T05:41:00Z,60.00,41.00
2026-02-20T05:44:00Z,60.00,41.00
2026-02-20T05:51:00Z,61.00,41.00
2026-02-20T05:53:00Z,61.00,41.00
2026-02-20T05:55:00Z,61.00,41.00
2026-02-20T05:56:00Z,61.00,41.00
2026-02-20T05:58:00Z,61.00,41.00
2026-02-20T06:01:00Z,61.00,41.00
2026-02-20T06:03:00Z,61.00,41.00
2026-02-20T06:04:00Z,61.00,40.00
2026-02-20T06:05:00Z,61.00,40.00
2026-02-20T06:07:00Z,61.00,41.37
2026-02-20T06:08:00Z,61.00,41.37
2026-02-20T06:09:00Z,61.00,41.00
2026-02-20T06:10:00Z,61.00,41.00
2026-02-20T06:11:00Z,61.00,41.84
2026-02-20T06:12:00Z,61.00,41.84
2026-02-20T06:13:00Z,61.00,41.84
2026-02-20T06:14:00Z,61.00,41.00
2026-02-20T06:15:00Z,61.00,41.00
2026-02-20T06:16:00Z,61.00,41.00
2026-02-20T06:17:00Z,61.25,41.00
2026-02-20T06:18:00Z,59.95,39.65
2026-02-20T06:19:00Z,61.00,41.00
2026-02-20T06:20:00Z,61.00,41.00
2026-02-20T06:21:00Z,61.00,41.00
2026-02-20T06:22:00Z,61.78,41.00
2026-02-20T06:23:00Z,61.49,41.00
2026-02-20T06:24:00Z,61.00,41.00
