# event_ticker=KXATPCHALLENGERMATCH-26FEB19RODAND
# final_score=6-4 6-4
# match_winner=Andres Andrade
# fav_player=Andres Andrade
# dog_player=Natan Rodrigues
# kalshi_date=2026-02-19
timestamp,Andres Andrade,Natan Rodrigues
2026-02-19T05:46:00Z,85.00,12.00
2026-02-19T05:52:00Z,85.00,12.00
2026-02-19T05:58:00Z,85.00,12.00
2026-02-19T06:02:00Z,85.00,13.00
2026-02-19T06:06:00Z,85.00,13.00
2026-02-19T06:11:00Z,85.00,13.00
2026-02-19T06:15:00Z,85.00,13.00
2026-02-19T06:19:00Z,85.00,13.00
2026-02-19T06:21:00Z,85.00,13.00
2026-02-19T06:23:00Z,85.00,13.00
2026-02-19T06:33:00Z,85.00,13.00
2026-02-19T07:11:00Z,85.00,25.00
2026-02-19T07:18:00Z,85.00,25.00
2026-02-19T10:02:00Z,85.00,12.00
2026-02-19T10:03:00Z,85.00,12.00
2026-02-19T10:04:00Z,85.00,12.00
2026-02-19T10:05:00Z,85.00,12.00
2026-02-19T10:07:00Z,85.00,12.00
2026-02-19T10:10:00Z,85.00,12.00
2026-02-19T10:12:00Z,85.00,12.00
2026-02-19T10:30:00Z,88.00,12.00
2026-02-19T10:55:00Z,88.00,11.00
2026-02-19T12:00:00Z,88.00,10.49
2026-02-19T12:21:00Z,93.00,7.00
2026-02-19T12:51:00Z,93.00,11.00
2026-02-19T13:22:00Z,93.00,11.00
2026-02-19T13:36:00Z,93.00,11.00
2026-02-19T13:48:00Z,93.00,11.00
2026-02-19T14:05:00Z,92.00,11.00
2026-02-19T14:29:00Z,92.00,11.00
2026-02-19T14:42:00Z,92.00,11.00
2026-02-19T14:49:00Z,92.00,11.00
2026-02-19T14:57:00Z,92.00,11.00
2026-02-19T14:58:00Z,92.00,11.17
2026-02-19T15:15:00Z,92.00,10.00
2026-02-19T15:26:00Z,92.00,10.00
2026-02-19T15:27:00Z,89.00,10.00
2026-02-19T15:38:00Z,89.00,10.00
2026-02-19T15:43:00Z,89.00,10.95
2026-02-19T15:51:00Z,89.00,11.00
2026-02-19T15:55:00Z,89.00,11.00
2026-02-19T16:00:00Z,91.00,11.00
2026-02-19T16:02:00Z,91.00,12.00
2026-02-19T16:07:00Z,91.00,11.70
2026-02-19T16:12:00Z,91.00,11.00
2026-02-19T16:14:00Z,91.00,11.00
2026-02-19T16:19:00Z,91.00,11.00
2026-02-19T16:29:00Z,91.00,11.00
2026-02-19T16:37:00Z,91.00,11.00
2026-02-19T16:38:00Z,91.00,11.00
2026-02-19T16:39:00Z,91.00,11.00
2026-02-19T16:41:00Z,91.00,11.00
2026-02-19T16:48:00Z,91.00,11.00
2026-02-19T16:50:00Z,91.00,13.77
2026-02-19T16:55:00Z,91.00,11.00
2026-02-19T16:56:00Z,90.00,10.08
2026-02-19T16:57:00Z,90.00,11.00
2026-02-19T17:00:00Z,90.00,11.00
2026-02-19T17:01:00Z,90.00,9.00
2026-02-19T17:02:00Z,90.00,11.54
2026-02-19T17:04:00Z,91.00,11.54
2026-02-19T17:05:00Z,91.00,10.00
2026-02-19T17:06:00Z,91.00,10.08
2026-02-19T17:07:00Z,91.00,11.02
2026-02-19T17:08:00Z,89.02,8.85
2026-02-19T17:09:00Z,87.03,12.18
2026-02-19T17:10:00Z,87.69,12.25
2026-02-19T17:11:00Z,87.46,12.81
2026-02-19T17:12:00Z,89.00,12.03
2026-02-19T17:13:00Z,88.23,11.41
2026-02-19T17:14:00Z,89.00,12.33
2026-02-19T17:15:00Z,87.00,15.51
2026-02-19T17:16:00Z,86.00,14.88
2026-02-19T17:17:00Z,86.00,14.29
2026-02-19T17:18:00Z,83.12,17.80
2026-02-19T17:19:00Z,81.71,19.89
2026-02-19T17:20:00Z,85.00,15.00
2026-02-19T17:21:00Z,87.79,14.34
2026-02-19T17:22:00Z,90.97,8.71
2026-02-19T17:23:00Z,90.00,5.91
2026-02-19T17:24:00Z,90.95,7.87
2026-02-19T17:25:00Z,93.00,8.28
2026-02-19T17:26:00Z,88.34,11.97
2026-02-19T17:27:00Z,90.00,11.21
2026-02-19T17:28:00Z,89.00,9.05
2026-02-19T17:29:00Z,90.47,10.40
2026-02-19T17:30:00Z,90.00,11.44
2026-02-19T17:31:00Z,90.00,6.69
2026-02-19T17:32:00Z,92.54,9.72
2026-02-19T17:33:00Z,91.85,9.38
2026-02-19T17:34:00Z,91.85,7.98
2026-02-19T17:35:00Z,91.85,8.45
2026-02-19T17:36:00Z,91.85,9.77
2026-02-19T17:37:00Z,90.08,10.48
2026-02-19T17:38:00Z,89.85,11.22
2026-02-19T17:39:00Z,89.85,10.46
2026-02-19T17:40:00Z,89.85,7.82
2026-02-19T17:41:00Z,91.74,10.58
2026-02-19T17:42:00Z,91.74,8.69
2026-02-19T17:43:00Z,90.00,10.17
2026-02-19T17:44:00Z,90.00,10.14
2026-02-19T17:45:00Z,89.62,13.85
2026-02-19T17:46:00Z,90.52,11.57
2026-02-19T17:47:00Z,89.84,10.26
2026-02-19T17:48:00Z,91.81,7.68
2026-02-19T17:49:00Z,94.00,6.10
2026-02-19T17:50:00Z,93.92,8.06
2026-02-19T17:51:00Z,95.18,5.89
2026-02-19T17:52:00Z,95.63,6.00
2026-02-19T17:53:00Z,92.22,5.78
2026-02-19T17:54:00Z,91.21,8.34
2026-02-19T17:55:00Z,89.50,10.95
2026-02-19T17:56:00Z,91.77,7.45
2026-02-19T17:57:00Z,93.59,8.10
2026-02-19T17:58:00Z,94.89,6.44
2026-02-19T17:59:00Z,92.03,9.01
2026-02-19T18:00:00Z,89.93,11.30
2026-02-19T18:01:00Z,90.00,11.59
2026-02-19T18:02:00Z,91.24,11.00
2026-02-19T18:03:00Z,91.15,9.00
2026-02-19T18:04:00Z,91.15,8.99
2026-02-19T18:05:00Z,90.00,11.56
2026-02-19T18:06:00Z,88.99,13.88
2026-02-19T18:07:00Z,88.96,14.95
2026-02-19T18:08:00Z,88.00,13.33
2026-02-19T18:09:00Z,88.00,10.68
2026-02-19T18:10:00Z,85.24,12.63
2026-02-19T18:11:00Z,85.74,17.25
2026-02-19T18:12:00Z,88.48,13.62
2026-02-19T18:13:00Z,88.48,10.72
2026-02-19T18:14:00Z,91.00,10.00
2026-02-19T18:15:00Z,88.99,12.33
2026-02-19T18:16:00Z,89.89,12.36
2026-02-19T18:17:00Z,80.44,12.97
2026-02-19T18:18:00Z,80.44,14.45
2026-02-19T18:19:00Z,88.00,12.12
2026-02-19T18:20:00Z,89.95,11.09
2026-02-19T18:21:00Z,90.83,10.09
2026-02-19T18:22:00Z,87.77,11.98
2026-02-19T18:23:00Z,92.00,11.00
2026-02-19T18:24:00Z,97.27,3.12
2026-02-19T18:25:00Z,98.74,2.25
2026-02-19T18:26:00Z,97.00,3.02
2026-02-19T18:27:00Z,95.55,5.31
2026-02-19T18:28:00Z,92.96,7.95
2026-02-19T18:29:00Z,96.55,4.96
2026-02-19T18:30:00Z,98.70,3.60
2026-02-19T18:31:00Z,99.00,3.60
